resource,endpoint,predicate,count,provider
http://id.loc.gov/vocabulary/languages,data.szepmuveszeti.hu,madsrdf:code,515,LOC
http://id.loc.gov/vocabulary/languages,data.szepmuveszeti.hu,madsrdf:isMemberOfMADSScheme,968,LOC
http://id.loc.gov/authorities,data.szepmuveszeti.hu,madsrdf:hasExactExternalAuthority,551,LOC
http://id.loc.gov/vocabulary/languages,aliada.scanbit.net:8891,rdfs:comment,3,LOC
http://id.loc.gov/vocabulary/countries,data.szepmuveszeti.hu,madsrdf:hasRelatedAuthority,394,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:hasBroaderExternalAuthority,329,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,madsrdf:useFor,726,LOC
http://id.loc.gov/vocabulary/iso639-2,data.rism.info,dcterms:language,164785,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,rdfs:comment,3,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:useInstead,134,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:hasBroaderAuthority,156,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,madsrdf:isMemberOfMADSScheme,1068,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:hasRelatedAuthority,197,LOC
http://id.loc.gov/vocabulary/languages,bnb.data.bl.uk,skos:hiddenLabel,4,LOC
http://id.loc.gov/vocabulary/languages,data.hnm.hu,madsrdf:hasTopMemberOfMADSScheme,968,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.hnm.hu,madsrdf:hasExactExternalAuthority,761,LOC
http://id.loc.gov/vocabulary/countries,data.hnm.hu,madsrdf:hasTopMemberOfMADSScheme,664,LOC
http://id.loc.gov/authorities,www.rechercheisidore.fr,rdf:type,402,LOC
http://id.loc.gov/vocabulary/languages,data.hnm.hu,madsrdf:adminMetadata,995,LOC
http://id.loc.gov/vocabulary/geographicAreas,aliada.scanbit.net:8891,madsrdf:hasMADSCollectionMember,2204,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.hnm.hu,madsrdf:hasVariant,445,LOC
http://id.loc.gov/authorities,id.sgcb.mcu.es,skos:prefLabel,36628,LOC
http://id.loc.gov/vocabulary/languages,data.hnm.hu,madsrdf:hasExactExternalAuthority,379,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,madsrdf:useInstead,156,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:hasTopMemberOfMADSScheme,664,LOC
http://id.loc.gov/vocabulary/countries,data.szepmuveszeti.hu,rdfs:comment,3,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,madsrdf:code,568,LOC
http://id.loc.gov/vocabulary/languages,aliada.scanbit.net:8891,madsrdf:hasTopMemberOfMADSScheme,968,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.hnm.hu,madsrdf:useInstead,156,LOC
http://id.loc.gov/authorities,id.sgcb.mcu.es,skos:closeMatch,61304,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,rdfs:label,4,LOC
http://id.loc.gov/vocabulary/languages,aliada.scanbit.net:8891,madsrdf:editorialNote,515,LOC
http://id.loc.gov/vocabulary/countries,data.szepmuveszeti.hu,madsrdf:hasBroaderAuthority,156,LOC
http://id.loc.gov/vocabulary/countries,aliada.scanbit.net:8891,madsrdf:deprecatedLabel,39,LOC
http://id.loc.gov/vocabulary/geographicAreas,data.szepmuveszeti.hu,madsrdf:isMemberOfMADSCollection,1136,LOC
http://id.loc.gov/vocabulary/ethnographicTerms,digitale.bncf.firenze.sbn.it,skos:closeMatch,5,LOC
http://id.loc.gov/vocabulary/countries,linkeddata.uriburner.com,rdf:type,1,LOC
http://id.loc.gov/vocabulary/geographicAreas,aliada.scanbit.net:8891,madsrdf:adminMetadata,581,LOC
http://id.loc.gov/vocabulary/languages,data.hnm.hu,madsrdf:isMemberOfMADSCollection,1030,LOC
http://id.loc.gov/vocabulary/countries,data.szepmuveszeti.hu,madsrdf:useInstead,134,LOC
http://viaf.org/viaf,data.rism.info,owl:sameAs,28848,VIAF
http://viaf.org/viaf,www.influencetracker.com:8890,owl:sameAs,6,VIAF
http://viaf.org,ring.ciard.net,rdfs:seeAlso,2,VIAF
http://viaf.org/viaf,data.archiveshub.ac.uk,umbel:isLike,9,VIAF
http://viaf.org/viaf,data.nobelprize.org,owl:sameAs,348,VIAF
http://viaf.org/viaf,seek.rkbexplorer.com,owl:sameAs,41,VIAF
http://viaf.org/viaf,cr.eionet.europa.eu,rdf:type,3,VIAF
http://viaf.org/viaf,lod.xdams.org,owl:sameAs,72,VIAF
http://viaf.org/viaf,id.ndl.go.jp,skos:exactMatch,378580,VIAF
http://viaf.org/viaf,lodstats.aksw.org,dcat:downloadURL,1,VIAF
http://viaf.org/viaf,id.ndl.go.jp,skos:exactMatch,1241,VIAF
http://viaf.org/viaf,setaria.oszk.hu,owl:sameAs,26410,VIAF
http://www.viaf.org/viaf,data.szepmuveszeti.hu,owl:sameAs,1498,VIAF
http://viaf.org/viaf,lod.sztaki.hu,rdf:type,2,VIAF
http://viaf.org,ring.ciard.net,foaf:isTopicOf,2,VIAF
http://www.viaf.org/viaf,lod.xdams.org,owl:sameAs,1,VIAF
http://viaf.org/viaf,lod.openlinksw.com,rdf:type,20,VIAF
http://www.viaf.org/viaf,aliada.scanbit.net:8891,owl:sameAs,394,VIAF
http://viaf.org/viaf,linkeddata.uriburner.com,rdf:type,8,VIAF
http://viaf.org/viaf,data.duraark.eu,owl:sameAs,1,VIAF
http://viaf.org/viaf,data.semanticweb.org,owl:sameAs,44,VIAF
